"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPO20420752013","Female","C10002","A","B","4",2800,"B034","G","N","S122","B",0,"7",15,7,91,15,7,"Friday",75.0684931506849
"APPP10514322139","Female","C10003","A","A","4",1000,"","","N","S133","B",0,"0",22,2,62,22,2,"Friday",45.6575342465753
"APPQ10446239246","Female","C10002","A","B","4",7100,"B006","P","N","S133","E",3000,"0",20,4,88,20,4,"Friday",71.8328767123288
"APPR30091388319","Female","C10002","A","A","4",4400,"B008","G","N","S122","B",0,"0",19,4,93,19,4,"Friday",76.8328767123288
"APPS50403028424","Female","C10002","A","C","4",1650,"B005","P","N","S133","E",0,"0",30,9,86,30,9,"Friday",70.2767123287671
"APPY60140179031","Female","C10004","A","A","4",1500,"B003","G","N","S133","B",0,"0",7,10,63,7,10,"Friday",47.2794520547945
"APPZ50860345122","Female","C10010","A","A","4",1672,"B010","G","N","S133","B",0,"0",16,10,90,16,10,"Friday",74.3232876712329
"APPB30816453324","Female","C10005","A","C","4",1540,"B034","G","N","S133","E",0,"0",26,6,88,26,6,"Friday",72.0164383561644
"APPE10101676631","Female","C10139","C","A","4",4500,"B003","G","N","S133","B",2000,"0",1,8,82,1,8,"Friday",66.1095890410959
"APPH60683364944","Female","C10002","A","A","1",6200,"B003","G","N","S133","E",3600,"0",9,10,81,9,10,"Friday",65.2986301369863
"APPR40757299944","Female","C10004","A","C","4",1300,"B002","P","N","S133","C",0,"0",9,10,89,9,10,"Friday",73.3041095890411
"APPA90050298824","Female","C10002","A","C","3",1400,"B001","P","N","S122","B",0,"0",13,4,88,13,4,"Friday",71.813698630137
"APPD50772931103","Female","C10003","A","","5",100,"B035","P","N","S133","C",0,"0",24,9,90,24,9,"Friday",74.2630136986301
"APPF10710817303","Female","C10006","A","B","4",7000,"B002","P","N","S122","B",1500,"10",7,10,82,7,10,"Friday",66.2931506849315
"APPI60795637604","Female","C10003","A","A","4",1000,"B006","P","N","S133","B",0,"0",4,4,85,4,4,"Friday",68.786301369863
"APPL20803837936","Female","C10001","A","A","4",1050,"B004","P","N","S133","B",200,"0",8,8,95,8,8,"Friday",79.1369863013699
"APPM40424968033","Female","C10001","A","C","4",1598,"B001","P","N","S122","B",0,"0",21,8,90,21,8,"Friday",74.1698630136986
"APPP40808374336","Female","C10006","A","C","4",1319.9,"B004","P","N","S133","C",0,"0",28,8,91,28,8,"Friday",75.1890410958904
"APPQ90019691408","Female","C10249","C","B","4",4200,"B002","P","N","S133","B",0,"7",19,6,87,19,6,"Friday",70.9945205479452
"APPX20805839144","Female","C10005","A","C","4",6000,"B001","P","N","S133","B",1846.5,"10",7,11,85,7,11,"Friday",69.3808219178082
"APPA90725732432","Female","C10146","C","A","4",1250,"B024","G","N","S133","B",1000,"0",21,9,92,21,9,"Friday",76.2575342465753
"APPB20659959537","Female","C10003","A","A","4",607.6,"B023","G","N","S133","B",0,"0",15,7,88,15,7,"Friday",72.0684931506849
"APPC80483002622","Female","C10017","B","C","4",3500,"B004","P","N","S122","B",0,"10",12,7,87,12,7,"Friday",71.0575342465753
"APPG70099685015","Female","C10156","C","A","4",600,"B003","G","N","S133","B",100,"0",12,2,76,12,2,"Friday",59.6383561643836
"APPL30494283534","Female","C10001","A","C","4",1490,"B009","G","N","S133","B",0,"0",6,3,84,6,3,"Friday",67.7068493150685
"APPP20053245932","Female","C10012","A","","5",100,"B048","P","N","S133","C",0,"0",20,6,87,20,6,"Friday",70.9972602739726
"APPR40422361106","Female","C10022","B","A","4",2910,"B001","P","N","S127","B",1500,"0",30,8,78,30,8,"Friday",62.186301369863
"APPS10165126241","Female","C10006","A","A","4",2000,"B001","P","N","S133","B",500,"0",8,8,95,8,8,"Friday",79.1369863013699
"APPX80985625715","Female","C10367","C","A","4",1400,"","","N","S133","B",0,"0",6,12,75,6,12,"Friday",59.4520547945205
"APPY30326844815","Female","C10006","A","C","4",2500,"B001","P","N","S133","B",120,"0",3,5,78,3,5,"Friday",61.8602739726027
"APPZ60137311921","Female","C10002","A","A","4",2000,"B002","P","N","S133","B",100,"0",11,12,87,11,12,"Friday",71.4739726027397
"APPC60973788235","Female","C10001","A","C","4",1340,"B003","G","N","S122","C",0,"0",23,12,83,23,12,"Friday",67.5041095890411
"APPK20597209005","Female","C10063","C","C","4",1450,"B002","P","N","S133","B",0,"0",28,12,86,28,12,"Friday",70.5205479452055
"APPP50623032545","Female","C10002","A","B","4",7400,"B001","P","N","S122","E",0,"10",5,12,84,5,12,"Friday",68.4575342465753
"APPQ10494688624","Female","C10206","C","A","4",1408,"B003","G","N","S122","B",400,"0",1,7,87,1,7,"Friday",71.027397260274
"APPR10038794739","Female","C10006","A","B","4",1700,"B002","P","N","S133","B",0,"2",18,6,92,18,6,"Friday",75.9972602739726
"APPY70735305401","Female","C10004","A","B","2",9800,"B001","P","N","S122","B",3000,"10",1,8,84,1,8,"Friday",68.1123287671233
"APPZ80880247508","Female","C10011","B","A","4",1100,"B010","G","N","S133","F",0,"0",2,9,97,2,9,"Friday",81.2082191780822
"APPB70216291702","Female","C10039","B","C","1",3000,"B001","P","N","S122","B",500,"7",12,6,90,12,6,"Friday",73.9780821917808
"APPD90388494905","Female","C10002","A","B","1",5183.3,"B001","P","N","S143","B",1289.6,"10",21,4,86,21,4,"Friday",69.8328767123288
"APPE90255517011","Female","C10003","A","A","4",1600,"B001","P","N","S133","B",0,"0",5,8,95,5,8,"Friday",79.1287671232877
"APPJ50817745509","Female","C10025","A","C","4",1650,"B004","P","N","S133","C",0,"0",26,2,73,26,2,"Friday",56.6767123287671
"APPO20746439002","Male","C10001","A","A","1",5000,"","","Y","S122","D",0,"10",24,6,81,24,6,"Friday",65.0054794520548
"APPP40603225112","Female","C10006","A","A","4",950,"B004","P","N","S133","B",250,"0",17,5,87,17,5,"Friday",70.9041095890411
"APPQ60293637242","Female","C10005","A","A","4",1250,"B001","P","N","S133","E",0,"0",4,7,94,4,7,"Friday",78.041095890411
"APPU10719149632","Female","C10001","A","A","4",1500,"B002","P","N","S122","B",1000,"0",28,9,93,28,9,"Friday",77.2767123287671
"APPY20181114004","Female","C10034","C","B","4",1200,"B004","P","N","S133","B",600,"0",10,7,87,10,7,"Friday",71.0520547945205
"APPA40718884221","Female","C10003","A","A","4",1500,"B004","P","N","S133","B",500,"0",28,11,78,28,11,"Friday",62.4328767123288
"APPP70082987736","Male","C10001","A","A","1",5000,"","","Y","S122","D",0,"10",24,6,81,24,6,"Friday",65.0054794520548
"APPQ60291318841","Female","C10002","A","B","4",3000,"B001","P","N","S133","E",1357.4,"0",7,6,88,7,6,"Friday",71.9643835616438
"APPR20043789907","Female","C10166","C","A","4",700,"B017","G","N","S133","B",350,"0",6,9,89,6,9,"Friday",73.213698630137
"APPT90907879135","Female","C10004","A","C","4",1200,"B001","P","N","S153","B",286.4,"0",4,9,91,4,9,"Friday",75.2082191780822
"APPA90901797815","Female","C10007","A","A","4",1500,"B008","G","N","S133","E",250,"0",17,3,92,17,3,"Friday",75.7424657534247
"APPJ10806225728","Female","C10006","A","C","4",1200,"","","N","S133","C",0,"0",22,6,89,22,6,"Friday",73.0054794520548
"APPK90147842812","Female","C10007","A","C","4",1000,"B040","P","N","S133","C",0,"0",2,1,93,2,1,"Friday",76.5397260273973
"APPM10446019043","Female","C10002","A","A","4",1600,"B029","G","N","S133","C",0,"0",13,7,75,13,7,"Friday",59.0520547945206
"APPO20841032216","Female","C10002","A","A","4",1600,"B029","G","N","S133","B",700,"0",13,7,75,13,7,"Friday",59.0520547945206
"APPR90915303507","Female","C10003","A","C","4",1500,"B043","P","N","S133","C",0,"0",30,12,92,30,12,"Friday",76.5315068493151
"APPY60411103237","Female","C10004","A","C","4",1150,"B004","P","N","S133","C",0,"0",7,3,92,7,3,"Friday",75.7150684931507
"APPE10516717805","Female","C10010","A","C","4",1500,"B003","G","N","S133","C",0,"0",6,2,97,6,2,"Friday",80.6383561643836
"APPK20276846426","Female","C10002","A","A","4",1700,"B004","P","N","S133","E",400,"0",22,12,88,22,12,"Friday",72.5068493150685
"APPL70057466501","Female","C10002","A","A","4",3550,"B003","G","N","S133","B",0,"7",30,8,71,30,8,"Friday",55.1808219178082
"APPQ20933446036","Female","C10001","A","A","1",50000,"","","N","S122","D",0,"0",16,7,87,16,7,"Friday",71.0684931506849
"APPT60034194307","Male","C10006","A","","5",5833.3,"","","Y","S122","G",0,"0",29,6,84,29,6,"Friday",68.0219178082192
"APPY50310995804","Female","C10001","A","","5",125,"B004","P","N","S133","C",0,"0",14,6,94,14,6,"Saturday",77.9835616438356
"APPA10146495043","Female","C10002","A","A","4",7800,"B005","P","N","S122","B",1700,"10",4,5,86,4,5,"Saturday",69.8657534246575
"APPB30140292126","Female","C10001","A","B","4",2500,"B001","P","N","S122","B",0,"10",8,12,89,8,12,"Saturday",73.4657534246575
"APPD10728309308","Female","C10012","A","B","4",1400,"B009","G","N","S127","C",0,"0",7,1,84,7,1,"Saturday",67.5424657534247
"APPF20507513501","Female","C10001","A","","5",2000,"B001","P","N","S133","B",800,"0",24,4,93,24,4,"Saturday",76.8438356164384
"APPI10810898849","Female","C10460","C","A","4",1000,"B001","P","N","S122","B",0,"0",1,8,92,1,8,"Saturday",76.1150684931507
"APPK10857928037","Female","C10005","A","A","4",1450,"B001","P","N","S133","C",0,"0",6,8,85,6,8,"Saturday",69.1232876712329
"APPL10461245129","Female","C10020","A","B","4",1650,"B006","P","N","S122","B",0,"0",4,3,89,4,3,"Saturday",72.7013698630137
"APPO60200871412","Female","C10002","A","A","4",1200,"B001","P","N","S122","B",0,"0",16,10,93,16,10,"Saturday",77.3232876712329
"APPQ80285604647","Female","C10016","B","A","4",1448,"B004","P","N","S133","B",400,"0",3,10,89,3,10,"Saturday",73.2849315068493
"APPS70718049819","Female","C10037","B","B","4",1000,"B048","P","N","S133","B",300,"0",17,12,91,17,12,"Saturday",75.4904109589041
"APPT50012699941","Female","C10139","C","B","4",1400,"B016","G","N","S133","B",0,"0",1,8,84,1,8,"Saturday",68.1095890410959
"APPV60061204134","Female","C10017","B","A","4",700,"B003","G","N","S133","E",300,"0",10,9,87,10,9,"Saturday",71.2191780821918
"APPA50340138606","Female","C10004","A","A","4",1050,"B018","G","N","S133","E",250,"0",15,9,91,15,9,"Saturday",75.2356164383562
"APPB30332639729","Male","C10007","A","","5",5833.3,"","","Y","S122","G",0,"0",14,5,88,14,5,"Saturday",71.8958904109589
"APPG40365224216","Male","C10007","A","","5",5833.3,"","","Y","S122","G",0,"0",14,5,88,14,5,"Saturday",71.8958904109589
"APPK40916733615","Female","C10001","A","B","4",5000,"B002","P","N","S143","B",0,"10",25,5,88,25,5,"Saturday",71.9260273972603
"APPS50629673415","Female","C10092","C","A","4",1400,"B023","G","N","S133","E",0,"0",7,3,92,7,3,"Saturday",75.7123287671233
"APPT30309124513","Female","C10004","A","B","4",1000,"B007","G","N","S122","F",0,"0",11,4,92,11,4,"Saturday",75.8082191780822
"APPV40690318713","Female","C10215","C","A","4",2600,"B003","G","N","S122","E",980,"0",25,3,89,25,3,"Saturday",72.758904109589
"APPW50145075845","Female","C10004","A","C","4",1300,"B007","G","N","S134","B",400,"0",13,9,88,13,9,"Saturday",72.2301369863014
"APPD20486381513","Female","C10071","B","","5",120.8,"B003","G","N","S133","C",0,"0",18,7,93,18,7,"Saturday",77.0767123287671
"APPE20311458641","Female","C10005","A","A","4",3700,"B001","P","N","S161","B",500,"10",15,6,68,15,6,"Saturday",51.9698630136986
"APPG70892263828","Female","C10016","B","C","4",1000,"B003","G","N","S133","C",0,"0",3,4,81,3,4,"Saturday",64.7780821917808
"APPO30621106638","Female","C10003","A","A","1",1300,"B001","P","N","S133","B",0,"0",19,4,94,19,4,"Saturday",77.8301369863014
"APPQ60511953848","Female","C10038","C","A","4",700,"B003","G","N","S143","C",0,"0",6,10,95,6,10,"Saturday",79.2958904109589
"APPR40208813905","Female","C10003","A","A","4",2500,"B013","G","N","S133","B",2000,"0",23,11,55,23,11,"Saturday",39.4
"APPU30354718201","Female","C10011","B","A","4",1100,"B044","P","N","S133","B",170,"0",7,7,82,7,7,"Saturday",66.0383561643836
"APPV40496021344","Female","C10005","A","A","4",1150,"B002","P","N","S133","B",350,"0",9,5,87,9,5,"Saturday",70.8794520547945
"APPX20166897526","Female","C10028","C","C","4",1200,"B002","P","N","S133","C",0,"0",5,1,95,5,1,"Saturday",78.5452054794521
"APPY70310128603","Female","C10001","A","A","4",2250,"B002","P","N","S133","B",0,"4",4,10,89,4,10,"Saturday",73.2876712328767
"APPA30271986832","Female","C10003","A","A","3",1700,"B002","P","N","S133","B",0,"0",26,12,83,26,12,"Saturday",67.5095890410959
"APPQ60746145407","Female","C10014","B","A","4",1400,"","","N","S133","B",125,"0",20,9,80,20,9,"Saturday",64.2438356164384
"APPS30488388625","Female","C10003","A","B","4",1200,"B001","P","N","S133","B",200,"0",6,9,92,6,9,"Saturday",76.213698630137
"APPX40699926128","Female","C10001","A","A","4",1500,"B021","P","N","S143","B",500,"0",26,3,90,26,3,"Saturday",73.7616438356164
"APPY50085476205","Female","C10151","C","B","4",2949.7,"B001","P","N","S133","E",0,"7",10,3,88,10,3,"Saturday",71.7178082191781
"APPD20360982707","Female","C10008","A","B","4",4200,"B001","P","N","S133","B",650,"10",15,11,82,15,11,"Saturday",66.3972602739726
"APPI50709743205","Female","C10005","A","B","4",1800,"B001","P","N","S133","B",800,"0",29,7,84,29,7,"Saturday",68.1013698630137
"APPL70878139534","Female","C10003","A","A","4",1000,"B013","G","N","S133","C",0,"0",3,3,76,3,3,"Saturday",59.6904109589041
"APPM50123965601","Female","C10007","A","A","4",2600,"B002","P","N","S133","B",0,"7",13,12,85,13,12,"Saturday",69.4767123287671
"APPP40463202918","Female","C10001","A","A","4",2373.5,"B013","G","N","S133","E",0,"0",21,9,93,21,9,"Saturday",77.2547945205479
"APPQ70109437011","Female","C10004","A","C","4",1488.8,"B002","P","N","S133","B",0,"0",11,8,89,11,8,"Saturday",73.1397260273973
"APPS70396924217","Female","C10001","A","C","4",10000,"B004","P","N","S133","B",2300,"10",6,7,84,6,7,"Saturday",68.0383561643836
"APPT70538927323","Female","C10002","A","A","4",1400,"B004","P","N","S133","C",0,"0",15,10,91,15,10,"Saturday",75.3178082191781
"APPV80270553534","Female","C10003","A","A","4",1500,"","","N","S133","E",500,"0",31,1,95,31,1,"Saturday",78.6164383561644
"APPB90246184101","Female","C10052","C","A","4",1250,"B032","G","N","S133","E",200,"0",29,7,84,29,7,"Saturday",68.1013698630137
"APPD20736471348","Female","C10001","A","C","4",1900,"","","N","S133","B",0,"2",13,12,86,13,12,"Saturday",70.4767123287671
"APPF90340249511","Female","C10013","B","C","3",1250,"B002","P","N","S133","B",250,"0",25,7,84,25,7,"Saturday",68.0904109589041
"APPT10839553918","Female","C10002","A","A","2",4300,"B001","P","N","S133","B",740,"10",4,2,86,4,2,"Saturday",69.6219178082192
"APPW30538012226","Female","C10001","A","A","4",3100,"B001","P","N","S133","B",718,"10",16,9,78,16,9,"Saturday",62.2301369863014
"APPZ20070162516","Female","C10003","A","B","3",1300,"B001","P","N","S133","B",0,"0",27,4,91,27,4,"Saturday",74.8493150684932
"APPE80311408012","Female","C10009","B","A","4",1000,"B002","P","N","S133","B",500,"0",5,7,95,5,7,"Saturday",79.041095890411
"APPG50804044245","Female","C10001","A","A","4",1700,"B015","P","N","S133","B",210,"0",18,9,89,18,9,"Saturday",73.2438356164384
"APPI20353592426","Female","C10029","C","C","4",2000,"","","N","S133","E",1200,"0",19,7,94,19,7,"Saturday",78.0794520547945
"APPM80701456836","Female","C10005","A","B","4",1430,"B002","P","N","S134","B",0,"0",23,7,90,23,7,"Saturday",74.0876712328767
"APPP60849517139","Female","C10005","A","B","3",1660,"B015","P","N","S133","C",0,"0",16,3,89,16,3,"Saturday",72.7342465753425
"APPQ80466874243","Female","C10048","C","A","4",1000,"B001","P","N","S133","B",200,"0",30,12,92,30,12,"Saturday",76.5287671232877
"APPU10015754628","Female","C10032","C","A","4",1200,"B008","G","N","S133","B",0,"0",11,12,90,11,12,"Saturday",74.4739726027397
"APPV60571194714","Female","C10001","A","A","4",2250,"B003","G","N","S133","E",0,"0",14,9,85,14,9,"Saturday",69.2301369863014
"APPA50479204208","Female","C10006","A","A","4",900,"B003","G","N","S133","E",200,"0",2,8,93,2,8,"Saturday",77.1178082191781
"APPB40201461325","Female","C10018","C","C","4",1480.5,"B007","G","N","S133","B",210,"0",28,4,89,28,4,"Saturday",72.8520547945206
"APPI50652054041","Female","C10004","A","B","4",1900,"B001","P","N","S133","B",0,"2",29,11,92,29,11,"Saturday",76.4438356164383
"APPJ70603531136","Female","C10039","B","A","1",3000,"B003","G","N","S133","B",1750,"0",27,2,84,27,2,"Saturday",67.6821917808219
"APPY50605004621","Female","C10002","A","B","4",1413.4,"B004","P","N","S133","B",303.4,"0",8,7,86,8,7,"Saturday",70.0438356164384
"APPD20418688116","Female","C10002","A","B","4",11000,"B003","G","N","S133","E",5000,"0",2,6,81,2,6,"Saturday",64.9424657534247
"APPH90710077543","Female","C10003","A","B","4",7500,"B002","P","N","S133","B",3800,"0",21,5,87,21,5,"Saturday",70.9123287671233
"APPL20077346932","Female","C10003","A","B","3",2800,"B002","P","N","S133","B",0,"10",29,11,83,29,11,"Saturday",67.4356164383562
"APPV80122699944","Female","C10004","A","A","4",1670,"B004","P","N","S133","B",0,"0",1,6,88,1,6,"Sunday",71.9424657534247
"APPX10057333139","Female","C10007","A","A","1",2500,"B001","P","N","S133","B",0,"0",7,8,86,7,8,"Sunday",70.1232876712329
"APPC20066843625","Female","C10005","A","C","4",1620,"B002","P","N","S133","C",0,"0",18,12,89,18,12,"Sunday",73.4904109589041
"APPD70767944701","Female","C10003","A","A","4",5000,"B006","P","N","S133","B",500,"0",8,5,86,8,5,"Sunday",69.8739726027397
"APPJ60499061327","Female","C10001","A","B","3",1660,"B015","P","N","S133","B",200,"0",9,5,94,9,5,"Sunday",77.8821917808219
"APPL50342026522","Female","C10230","C","B","4",1100,"B003","G","N","S133","E",0,"0",28,3,92,28,3,"Sunday",75.7671232876712
"APPR40537428145","Female","C10211","C","A","4",3300,"B001","P","N","S143","B",700,"7",15,4,88,15,4,"Sunday",71.813698630137
"APPJ30874776905","Female","C10125","C","A","1",5200,"B003","G","N","S133","B",427.5,"10",26,3,92,26,3,"Sunday",75.7616438356164
"APPK30339225033","Female","C10013","B","A","4",1200,"B009","G","N","S122","C",0,"0",12,3,89,12,3,"Sunday",72.7205479452055
"APPL80870187102","Female","C10025","A","A","4",1200,"B020","G","N","S133","F",0,"0",30,3,94,30,3,"Sunday",77.772602739726
"APPD80671574917","Female","C10004","A","","5",125,"B018","G","N","S133","C",0,"0",11,12,91,11,12,"Sunday",75.4712328767123
"APPE30006992031","Female","C10003","A","C","3",2400,"B002","P","N","S133","B",0,"4",22,5,88,22,5,"Sunday",71.9150684931507
"APPP90759737129","Female","C10066","C","A","1",2000,"B003","G","N","S122","B",0,"0",3,2,53,3,2,"Sunday",36.5945205479452
"APPR80450421336","Female","C10059","B","B","4",1000,"","","N","S133","B",400,"0",6,12,91,6,12,"Sunday",75.4575342465753
"APPS50013194411","Female","C10003","A","B","4",1711,"B002","P","N","S133","F",0,"0",18,8,90,18,8,"Sunday",74.1561643835616
"APPV30737224722","Female","C10020","A","","5",433.3,"B003","G","N","S133","C",0,"0",20,8,79,20,8,"Sunday",63.1534246575342
"APPZ90756366112","Female","C10001","A","B","4",12500,"B026","P","N","S133","B",7000,"0",27,11,80,27,11,"Sunday",64.427397260274
"APPE90467538637","Female","C10007","A","A","4",1300,"B002","P","N","S133","B",400,"0",12,3,87,12,3,"Sunday",70.7178082191781
"APPM20258973405","Female","C10237","C","A","4",200,"B016","G","N","S133","E",0,"0",10,12,88,10,12,"Sunday",72.4684931506849
"APPN50683824505","Female","C10004","A","A","1",1830,"B003","G","N","S133","B",650,"0",27,12,88,27,12,"Sunday",72.5150684931507
"APPP70229866728","Female","C10005","A","B","4",3200,"B004","P","N","S133","E",700,"7",24,8,87,24,8,"Sunday",71.1698630136986
"APPQ10429697814","Female","C10005","A","C","4",2000,"B004","P","N","S133","B",170,"4",8,6,90,8,6,"Sunday",73.9616438356164
