"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Loan_Amount","Loan_Period","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPY10221532649","Male","C10054","C","C","4",2503.3,"B010","G","Y","S143","B",321.6,10000,3,"7",27,8,89,27,8,"Wednesday",73.1917808219178
"APPB90333828916","Male","C10006","A","A","4",1993,"B003","G","Y","S133","F",0,45000,5,"2",5,7,88,5,7,"Wednesday",72.0465753424658
"APPI50715576611","Female","C10018","C","C","4",2165.3,"B004","P","Y","S133","B",0,50000,5,"4",11,8,83,11,8,"Wednesday",67.1424657534247
"APPU60010987817","Male","C10006","A","C","4",11000,"B001","P","Y","S122","F",0,120000,3,"10",3,4,86,3,4,"Wednesday",69.7890410958904
"APPY40950465204","Male","C10003","A","C","4",18000,"B004","P","Y","S122","F",0,120000,5,"7",22,9,92,22,9,"Thursday",76.2630136986301
"APPA30692861424","Male","C10003","A","A","3",2280,"B001","P","Y","S143","C",0,43000,5,"4",4,2,90,4,2,"Thursday",73.6301369863014
"APPO50345848841","Male","C10006","A","B","3",3000,"B006","P","Y","S122","B",0,30000,3,"10",26,6,88,26,6,"Thursday",72.0191780821918
"APPR40161336136","Male","C10003","A","A","4",3300,"B003","G","Y","S122","F",0,55000,5,"4",31,8,87,31,8,"Thursday",71.1972602739726
"APPT70128434312","Male","C10002","A","A","1",3800,"B003","G","Y","S133","C",0,61000,5,"7",4,7,86,4,7,"Thursday",70.0383561643836
"APPX20238366724","Male","C10097","C","C","4",2330,"B003","G","Y","S133","B",0,20000,5,"4",6,9,83,6,9,"Thursday",67.2109589041096
"APPC60633167233","Male","C10002","A","B","2",15000,"B005","P","Y","S133","E",2800,1e+05,4,"10",3,3,79,3,3,"Thursday",62.6958904109589
"APPF10828146525","Male","C10005","A","C","4",5200,"B010","G","Y","S161","B",1500,50000,4,"10",7,7,78,7,7,"Thursday",62.041095890411
"APPG90337377644","Male","C10005","A","B","4",1800,"B003","G","Y","S143","C",0,42000,5,"2",15,2,93,15,2,"Thursday",76.6630136986301
"APPK10994995041","Female","C10003","A","B","4",2550,"B004","P","Y","S133","B",0,20000,4,"10",27,9,85,27,9,"Thursday",69.2712328767123
"APPS30312772834","Male","C10001","A","A","4",4600,"B002","P","Y","S137","B",450,1e+05,5,"10",19,10,82,19,10,"Thursday",66.3287671232877
"APPW60443121246","Male","C10013","B","C","4",2262.3,"B002","P","Y","S133","B",0,20000,5,"4",6,9,89,6,9,"Thursday",73.2164383561644
"APPX10460142339","Male","C10002","A","A","4",5400,"B002","P","Y","S122","E",0,30000,2,"10",28,10,74,28,10,"Thursday",58.3479452054795
"APPA10094788603","Female","C10003","A","B","4",2500,"B001","P","Y","S133","B",0,30000,5,"7",23,2,93,23,2,"Thursday",76.6849315068493
"APPG70482198209","Male","C10002","A","A","4",7000,"B001","P","Y","S143","B",2600,20000,2,"10",29,10,82,29,10,"Thursday",66.3561643835616
"APPI10232458448","Male","C10005","A","A","1",12000,"B002","P","Y","S122","B",0,60000,5,"10",27,4,77,27,4,"Thursday",60.8465753424658
"APPK40307254635","Male","C10084","C","A","4",2000,"B001","P","Y","S133","B",0,30000,3,"4",11,7,82,11,7,"Thursday",66.0547945205479
"APPO90191714029","Male","C10005","A","A","4",2490,"B012","G","Y","S133","B",450,15000,4,"4",20,7,82,20,7,"Thursday",66.0794520547945
"APPW40027629801","Female","C10001","A","A","4",2500,"B027","G","Y","S133","B",0,36000,5,"7",15,2,92,15,2,"Thursday",75.6602739726027
"APPX10513748912","Male","C10003","A","C","4",4200,"B002","P","Y","S133","B",946.4,30000,2,"10",29,5,89,29,5,"Thursday",72.9424657534247
"APPY70026397022","Male","C10005","A","A","4",4000,"B007","G","Y","S143","B",0,50000,5,"10",3,3,86,3,3,"Thursday",69.7013698630137
"APPC70547592449","Male","C10002","A","A","4",4500,"B001","P","Y","S133","B",1400,20000,2,"10",18,3,86,18,3,"Thursday",69.7424657534247
"APPF50799296749","Male","C10004","A","B","4",2300,"B004","P","Y","S133","C",0,33000,5,"4",8,7,88,8,7,"Thursday",72.0520547945205
"APPL30309264314","Male","C10003","A","A","4",2600,"B001","P","Y","S133","B",583.1,15000,3,"7",12,4,93,12,4,"Thursday",76.8164383561644
"APPN80005468517","Male","C10005","A","A","4",2030,"B002","P","Y","S133","B",449.8,19000,5,"4",5,6,70,5,6,"Thursday",53.9479452054794
"APPO20115791637","Female","C10017","B","A","4",1500,"B021","P","Y","S133","B",470,10000,3,"2",16,8,85,16,8,"Thursday",69.1561643835616
"APPR60794306907","Male","C10002","A","C","4",14000,"B004","P","Y","S133","B",4700,10000,2,"10",2,8,78,2,8,"Thursday",62.1123287671233
"APPX80122351513","Female","C10002","A","B","2",2500,"B002","P","Y","S143","B",0,30000,5,"10",6,1,91,6,1,"Thursday",74.5506849315069
"APPY40865914626","Male","C10008","A","A","1",6000,"B001","P","Y","S133","C",0,105000,5,"7",26,12,85,26,12,"Thursday",69.5178082191781
"APPA60423218806","Male","C10009","B","C","4",2554.6,"B014","P","Y","S133","B",1000,20000,4,"10",4,4,83,4,4,"Thursday",66.786301369863
"APPC60148836015","Female","C10006","A","A","4",3000,"B011","P","Y","S133","B",0,50000,3,"7",13,4,93,13,4,"Thursday",76.8191780821918
"APPE80760587227","Male","C10001","A","C","4",5450,"B003","G","Y","S137","B",0,50000,3,"10",24,7,83,24,7,"Thursday",67.0904109589041
"APPF20716533335","Male","C10002","A","B","3",1550,"B001","P","Y","S133","E",0,10000,2,"2",15,10,86,15,10,"Thursday",70.3205479452055
"APPH30016635507","Male","C10001","A","A","4",30000,"B004","P","Y","S143","B",0,20000,3,"10",27,3,93,27,3,"Thursday",76.772602739726
"APPI40069819639","Male","C10001","A","B","4",3000,"B004","P","Y","S122","B",0,50000,5,"10",3,5,89,3,5,"Thursday",72.8712328767123
"APPL20036244918","Male","C10086","C","A","4",2000,"","","Y","S133","B",0,20000,2,"4",10,1,87,10,1,"Thursday",70.558904109589
"APPQ90728614414","Male","C10004","A","C","2",6000,"B001","P","Y","S133","B",0,20000,4,"10",10,10,87,10,10,"Thursday",71.3068493150685
"APPT20963689729","Male","C10111","C","A","4",2000,"B003","G","Y","S133","B",0,20000,5,"4",1,2,70,1,2,"Thursday",53.6082191780822
"APPW90685835046","Male","C10076","C","B","4",7600,"B004","P","Y","S133","E",1200,10000,3,"10",7,8,79,7,8,"Thursday",63.1260273972603
"APPZ40347005307","Male","C10003","A","C","4",1990,"B001","P","Y","S133","B",544.2,25000,5,"2",24,2,86,24,2,"Thursday",69.6821917808219
"APPC20723081602","Male","C10020","A","A","4",4500,"B015","P","Y","S122","B",0,10000,1,"10",15,2,90,15,2,"Thursday",73.6602739726027
"APPH90922741131","Male","C10002","A","C","1",7000,"B001","P","Y","S133","B",1500,30000,1,"10",12,3,89,12,3,"Thursday",72.7287671232877
"APPI70482498222","Male","C10120","C","A","4",1750,"B050","P","Y","S133","B",600,16000,5,"2",5,10,86,5,10,"Thursday",70.2931506849315
"APPL80378118542","Male","C10091","B","B","4",8500,"B002","P","Y","S122","B",2800,30000,2,"10",11,3,81,11,3,"Thursday",64.7205479452055
"APPO90956461811","Female","C10001","A","A","4",12000,"B017","G","Y","S133","B",650,60000,5,"10",27,7,91,27,7,"Thursday",75.1041095890411
"APPU30595145401","Male","C10011","B","A","4",3200,"B001","P","Y","S143","B",300,10000,1,"10",13,12,91,13,12,"Thursday",75.4849315068493
"APPW40231915616","Female","C10002","A","A","4",7000,"B005","P","Y","S143","B",620,30000,3,"10",10,1,86,10,1,"Thursday",69.558904109589
"APPB30272746133","Male","C10006","A","B","4",2200,"B004","P","Y","S133","B",500,30000,5,"4",21,4,92,21,4,"Thursday",75.841095890411
"APPC40387949202","Male","C10076","C","C","4",2300,"B002","P","Y","S133","B",0,33000,5,"4",11,2,81,11,2,"Thursday",64.6438356164384
"APPD40413717326","Male","C10002","A","A","1",7700,"B005","P","Y","S133","E",1700,120000,4,"10",24,9,75,24,9,"Thursday",59.2547945205479
"APPI40069252843","Male","C10003","A","A","4",5000,"B004","P","Y","S133","B",1000,94000,5,"10",20,1,76,20,1,"Thursday",59.5780821917808
"APPK40484843046","Female","C10002","A","B","2",2500,"B002","P","Y","S134","B",0,20000,2,"10",17,9,92,17,9,"Thursday",76.2493150684931
"APPL90142674104","Male","C10004","A","C","4",6000,"B003","G","Y","S133","B",2250.3,50000,3,"10",31,8,74,31,8,"Thursday",58.1890410958904
"APPR90865446727","Male","C10006","A","C","3",3100,"B001","P","Y","S133","B",539.4,47000,3,"10",19,1,91,19,1,"Thursday",74.586301369863
"APPS20783047819","Male","C10005","A","B","4",2200,"B004","P","Y","S143","C",0,25000,3,"4",20,5,90,20,5,"Thursday",73.9178082191781
"APPW40121685206","Male","C10005","A","A","4",1850,"B004","P","Y","S133","C",0,41000,5,"2",17,9,84,17,9,"Thursday",68.2438356164384
"APPZ50810516543","Male","C10005","A","A","4",1850,"B004","P","Y","S133","F",0,41000,5,"2",17,9,84,17,9,"Thursday",68.2438356164384
"APPA20437029626","Male","C10002","A","A","4",1800,"B003","G","Y","S143","B",0,10000,2,"2",30,5,94,30,5,"Thursday",77.9479452054795
"APPD50352338945","Male","C10001","A","A","1",6500,"B005","P","Y","S127","B",0,50000,5,"10",15,6,79,15,6,"Thursday",62.9808219178082
"APPL60473792728","Female","C10011","B","A","1",4500,"B003","G","Y","S133","E",500,50000,5,"10",9,7,82,9,7,"Thursday",66.0493150684931
"APPU10416702642","Male","C10001","A","C","4",2320,"B001","P","Y","S133","E",0,30000,5,"4",20,2,88,20,2,"Thursday",71.6712328767123
"APPB90209466314","Male","C10005","A","A","4",2800,"B002","P","Y","S143","C",0,42000,5,"4",17,1,88,17,1,"Thursday",71.5780821917808
"APPC30774629434","Male","C10011","B","B","4",7700,"B002","P","Y","S133","B",0,1e+05,5,"10",8,9,81,8,9,"Thursday",65.2164383561644
"APPG50472997846","Female","C10002","A","C","4",4100,"B001","P","Y","S133","C",0,50000,3,"7",11,10,92,11,10,"Thursday",76.3150684931507
"APPH20813436914","Male","C10002","A","A","4",8000,"B001","P","Y","S133","B",2204,30000,4,"10",16,5,76,16,5,"Thursday",59.8986301369863
"APPL50543316334","Male","C10009","B","B","4",1800,"B015","P","Y","S133","C",0,40000,5,"2",18,9,89,18,9,"Thursday",73.2493150684931
"APPN20200462532","Male","C10026","C","A","4",6300,"B017","G","Y","S133","E",0,50000,4,"10",31,12,84,31,12,"Thursday",68.5315068493151
"APPV40188052306","Male","C10003","A","B","4",3400,"B001","P","Y","S133","C",0,53000,5,"4",12,1,89,12,1,"Thursday",72.5671232876712
"APPY30322723602","Male","C10005","A","B","4",4500,"B011","P","Y","S133","B",0,50000,5,"10",7,1,88,7,1,"Thursday",71.5506849315069
"APPZ80708292704","Male","C10002","A","B","4",1800,"B001","P","Y","S133","C",0,42000,5,"2",20,6,91,20,6,"Thursday",75.0027397260274
"APPC10988634044","Male","C10002","A","C","4",10000,"B004","P","Y","S133","C",0,150000,5,"7",21,9,82,21,9,"Thursday",66.2520547945205
"APPL70191606923","Male","C10015","C","A","1",2800,"B004","P","Y","S133","B",0,10000,1,"7",2,8,85,2,8,"Thursday",69.1178082191781
"APPM10790592041","Female","C10005","A","C","4",2500,"B003","G","Y","S122","F",0,28000,3,"4",18,3,82,18,3,"Thursday",65.7397260273973
"APPY30071499216","Male","C10012","A","A","4",2000,"B001","P","Y","S133","C",0,29000,5,"4",30,11,91,30,11,"Thursday",75.4493150684931
"APPA70954725426","Male","C10020","A","A","4",5000,"B001","P","Y","S133","E",0,68000,2,"10",3,3,83,3,3,"Thursday",66.6986301369863
"APPC60988946627","Male","C10005","A","A","4",3000,"B003","G","Y","S133","B",0,30000,4,"7",21,9,85,21,9,"Friday",69.2520547945205
"APPF10971645915","Male","C10002","A","B","4",7200,"B014","P","Y","S133","B",2800,45000,2,"10",26,9,87,26,9,"Friday",71.2657534246575
"APPL10149455548","Male","C10004","A","A","4",2000,"B014","P","Y","S133","E",0,20000,3,"4",31,5,93,31,5,"Friday",76.9479452054795
"APPP20022403901","Male","C10003","A","A","1",7000,"B001","P","Y","S133","B",2000,10000,1,"10",9,8,80,9,8,"Friday",64.1315068493151
"APPT80697463335","Male","C10253","C","A","4",5000,"B003","G","Y","S133","B",0,10000,1,"7",11,3,87,11,3,"Friday",70.7205479452055
"APPV20368967546","Male","C10003","A","B","4",4700,"B007","G","Y","S134","C",0,77000,5,"7",14,2,79,14,2,"Friday",62.6465753424658
"APPW70088964645","Male","C10002","A","A","4",1800,"B002","P","Y","S143","C",0,40000,5,"2",8,8,88,8,8,"Friday",72.1342465753425
"APPX90953816705","Male","C10219","C","C","4",10000,"B008","G","Y","S133","B",3750,122000,5,"10",10,3,65,10,3,"Friday",48.7041095890411
"APPY20341855848","Male","C10002","A","B","4",2300,"B002","P","Y","S133","B",0,20000,3,"4",21,5,86,21,5,"Friday",69.9150684931507
"APPD90479708307","Female","C10002","A","B","4",2500,"B001","P","Y","S133","C",0,39000,5,"7",11,9,90,11,9,"Friday",74.227397260274
"APPH40405399715","Female","C10004","A","B","4",4750,"B004","P","Y","S133","B",0,50000,2,"10",27,10,92,27,10,"Friday",76.3561643835616
"APPI60404305834","Male","C10001","A","C","4",7000,"B001","P","Y","S144","C",0,120000,5,"7",7,6,88,7,6,"Friday",71.9643835616438
"APPO30422289422","Male","C10003","A","A","4",5000,"B002","P","Y","S133","B",0,132000,5,"10",4,2,90,4,2,"Friday",73.627397260274
"APPP60516926516","Male","C10001","A","A","4",4200,"B001","P","Y","S137","B",1100,50000,5,"10",24,6,85,24,6,"Friday",69.0082191780822
"APPX90364469343","Male","C10007","A","C","1",3300,"B002","P","Y","S122","B",1300,20000,5,"10",31,10,82,31,10,"Friday",66.358904109589
"APPF20405529121","Male","C10002","A","B","4",2300,"B017","G","Y","S133","B",662,10000,5,"4",3,7,87,3,7,"Friday",71.0328767123288
"APPL90667422714","Male","C10012","A","A","1",3300,"B003","G","Y","S144","B",1300,20000,5,"10",28,7,81,28,7,"Friday",65.0986301369863
"APPM50548645843","Male","C10009","B","A","4",2500,"","","Y","S133","B",1100,20000,5,"0",6,11,89,6,11,"Friday",73.3808219178082
"APPT30499298542","Male","C10002","A","B","2",5000,"B001","P","Y","S133","B",0,10000,1,"10",2,7,89,2,7,"Friday",73.0328767123288
"APPX40908373928","Male","C10019","B","A","1",3400,"B003","G","Y","S133","B",0,93000,5,"10",21,11,84,21,11,"Friday",68.4191780821918
"APPF10241999704","Female","C10010","A","A","4",2200,"B013","G","Y","S133","B",0,20000,3,"4",3,3,81,3,3,"Friday",64.6958904109589
"APPL70180787308","Female","C10002","A","A","4",4000,"B003","G","Y","S133","B",0,70000,5,"10",16,8,59,16,8,"Friday",43.1342465753425
"APPO20448655641","Male","C10002","A","A","4",7500,"B001","P","Y","S122","B",0,20000,3,"10",7,3,81,7,3,"Friday",64.7068493150685
"APPU10693993217","Male","C10005","A","B","4",2000,"B002","P","Y","S134","B",500,18000,3,"4",7,8,86,7,8,"Friday",70.1287671232877
"APPV70480778303","Male","C10003","A","B","4",1850,"B003","G","Y","S133","C",0,41000,5,"2",4,3,89,4,3,"Friday",72.7041095890411
"APPC60930131001","Male","C10245","C","B","4",1002.6,"B001","P","Y","S122","B",0,10000,3,"0",14,10,91,14,10,"Friday",75.3178082191781
"APPE90063734225","Male","C10009","B","B","4",1700,"B001","P","Y","S153","B",0,10000,3,"2",21,2,93,21,2,"Friday",76.6767123287671
"APPG20743153449","Male","C10033","C","C","4",1500,"B008","G","Y","S143","C",0,33000,5,"2",7,9,93,7,9,"Friday",77.2191780821918
"APPK30115487811","Male","C10002","A","B","4",6000,"B001","P","Y","S134","B",750,90000,5,"10",18,8,86,18,8,"Friday",70.158904109589
"APPR20917713513","Male","C10036","C","A","4",2000,"B004","P","Y","S133","B",0,30000,5,"4",25,7,81,25,7,"Friday",65.0904109589041
"APPT80664071747","Male","C10027","A","C","4",4500,"B001","P","Y","S143","B",650,10000,3,"7",6,6,87,6,6,"Friday",70.958904109589
"APPU10480982827","Male","C10003","A","B","4",3000,"B001","P","Y","S122","E",0,45000,5,"10",22,10,83,22,10,"Friday",67.3342465753425
"APPZ60657483308","Male","C10001","A","C","4",15000,"B001","P","Y","S122","B",0,150000,5,"10",10,11,89,10,11,"Friday",73.3917808219178
"APPJ70022848311","Male","C10004","A","C","4",3900.5,"B011","P","Y","S133","C",0,68000,5,"7",5,5,89,5,5,"Friday",72.8739726027397
"APPK40190445419","Male","C10001","A","A","1",3500,"B003","G","Y","S133","C",0,54000,5,"4",14,7,81,14,7,"Friday",65.0602739726027
"APPM70484292645","Male","C10006","A","B","4",1850,"B002","P","Y","S133","B",0,10000,3,"0",5,7,82,5,7,"Friday",66.0356164383562
"APPN20354461713","Male","C10001","A","B","4",4100,"B002","P","Y","S133","B",0,80000,3,"10",27,4,91,27,4,"Friday",74.8520547945206
"APPO50366334827","Male","C10004","A","B","4",5000,"B002","P","Y","S143","B",250,10000,1,"10",2,5,94,2,5,"Friday",77.8684931506849
"APPQ80382527036","Male","C10005","A","B","4",30000,"B001","P","Y","S133","B",1000,30000,2,"10",22,3,91,22,3,"Friday",74.7534246575343
"APPT70331058349","Male","C10001","A","A","4",5200,"B009","G","Y","S133","C",0,90000,5,"7",18,11,83,18,11,"Friday",67.4082191780822
"APPW60203229648","Male","C10002","A","B","4",5000,"B005","P","Y","S122","B",1900,40000,5,"10",19,12,84,19,12,"Friday",68.4958904109589
"APPB80493561113","Male","C10002","A","C","4",9500,"B005","P","Y","S133","E",3400,1e+05,5,"10",15,5,72,15,5,"Friday",55.8904109589041
"APPH20633754724","Male","C10583","C","A","4",17500,"B027","G","Y","S133","B",440,17000,5,"10",1,9,73,1,9,"Friday",57.1890410958904
"APPO90464992426","Male","C10001","A","B","3",5200,"B001","P","Y","S133","B",1900,48000,5,"10",7,9,84,7,9,"Friday",68.213698630137
"APPS30458211835","Male","C10002","A","A","1",5000,"B002","P","Y","S143","E",800,60000,5,"10",15,4,81,15,4,"Friday",64.813698630137
"APPV60212543101","Male","C10003","A","A","1",9000,"B001","P","Y","S133","B",3000,50000,5,"10",6,4,87,6,4,"Friday",70.7917808219178
"APPW10314518246","Female","C10002","A","C","1",4000,"B002","P","Y","S122","B",0,20000,3,"10",5,1,79,5,1,"Friday",62.5369863013699
"APPG50756124247","Male","C10001","A","A","4",4350,"B003","G","Y","S137","B",1250,67000,5,"10",26,3,81,26,3,"Friday",64.758904109589
"APPH50715066309","Male","C10002","A","B","4",5200,"B005","P","Y","S122","B",1900,40000,5,"10",19,12,84,19,12,"Friday",68.4958904109589
"APPI70710935427","Male","C10004","A","A","4",4000,"B002","P","Y","S133","B",560,50000,5,"10",28,3,81,28,3,"Friday",64.7643835616438
"APPM50371344833","Male","C10162","C","B","4",2500,"B003","G","Y","S133","B",0,20000,5,"7",6,8,85,6,8,"Friday",69.1260273972603
"APPN10285267911","Male","C10001","A","B","4",7000,"","","Y","S143","B",0,1e+05,5,"10",24,1,89,24,1,"Friday",72.5972602739726
"APPR70060617338","Male","C10003","A","B","4",1820,"B004","P","Y","S133","E",0,15000,2,"2",11,7,91,11,7,"Friday",75.0575342465753
"APPS50009021427","Male","C10006","A","C","4",5500,"B025","G","Y","S137","B",0,50000,3,"10",9,3,84,9,3,"Friday",67.7150684931507
"APPD90043119514","Male","C10003","A","A","4",2500,"B001","P","Y","S133","B",0,10000,5,"7",27,2,90,27,2,"Friday",73.6904109589041
"APPE30460371627","Male","C10005","A","C","4",2700,"B015","P","Y","S133","C",0,40000,5,"7",13,8,87,13,8,"Friday",71.1452054794521
"APPG60003899828","Male","C10002","A","C","4",3200,"B011","P","Y","S143","C",0,49000,5,"4",23,3,92,23,3,"Friday",75.758904109589
"APPI90447307001","Male","C10057","C","B","4",12000,"B002","P","Y","S144","B",0,1e+05,3,"10",11,8,69,11,8,"Friday",53.1287671232877
"APPU10915947231","Male","C10021","B","C","1",2067.5,"B004","P","Y","S133","C",0,32000,5,"4",13,1,88,13,1,"Friday",71.5643835616438
"APPV40529631343","Male","C10005","A","C","4",5200,"B001","P","Y","S133","B",2030,20000,4,"10",21,4,70,21,4,"Friday",53.8219178082192
"APPY70357844619","Male","C10009","B","A","4",10000,"B003","G","Y","S143","C",0,150000,5,"7",10,4,83,10,4,"Friday",66.8
"APPE90167048243","Male","C10037","B","B","4",2300,"B034","G","Y","S133","E",0,11000,1,"4",20,7,82,20,7,"Friday",66.0767123287671
"APPG20526336404","Male","C10007","A","C","2",2200,"B002","P","Y","S133","B",287,10000,5,"4",27,9,83,27,9,"Friday",67.2657534246575
"APPI10735738607","Male","C10421","C","A","4",3000,"B003","G","Y","S133","E",1000,29000,3,"7",13,5,75,13,5,"Friday",58.8849315068493
"APPP80778694306","Male","C10029","C","C","4",3400,"B004","P","Y","S133","C",0,40000,3,"7",2,9,86,2,9,"Friday",70.2
"APPQ80854397434","Male","C10004","A","C","2",3500,"B001","P","Y","S133","C",0,59000,5,"4",6,8,83,6,8,"Friday",67.1232876712329
"APPU50444179825","Male","C10001","A","A","4",3700,"B034","G","Y","S122","C",0,59000,5,"4",1,2,90,1,2,"Friday",73.6191780821918
"APPV70919432949","Male","C10004","A","C","4",6000,"B001","P","Y","S133","F",0,108000,5,"7",20,5,81,20,5,"Friday",64.9095890410959
"APPX70248294107","Male","C10007","A","A","4",30000,"B003","G","Y","S133","E",1000,30000,5,"10",1,7,60,1,7,"Friday",44.0109589041096
"APPZ70145479324","Male","C10029","C","A","4",1700,"B003","G","Y","S133","C",0,38000,5,"2",10,9,88,10,9,"Friday",72.2246575342466
"APPA80910353435","Male","C10013","B","A","1",2200,"B001","P","Y","S133","C",0,32000,5,"4",15,5,91,15,5,"Friday",74.9013698630137
"APPB30600506548","Male","C10008","A","A","4",2850,"B002","P","Y","S133","B",0,10000,4,"7",1,7,71,1,7,"Friday",55.0164383561644
"APPC10715338626","Male","C10007","A","B","2",4600,"B002","P","Y","S133","C",0,81000,5,"7",16,9,85,16,9,"Friday",69.2383561643836
"APPD40514662737","Male","C10047","B","A","4",2500,"B010","G","Y","S122","F",0,36000,5,"4",2,8,86,2,8,"Friday",70.1150684931507
"APPG70960737013","Male","C10005","A","A","4",2563.3,"B004","P","Y","S133","B",750,30000,5,"7",6,10,71,6,10,"Friday",55.2821917808219
